Nº OCORRÊNCIA;DATA DO FATO;HORA DO FATO;OBJETO;AÇAO ;UF;MUNICIPIO;BAIRRO;LOGRADOURO;TIPO DE LOCAL
51905482;29/07/2023;19:00:00;VEICULO;ROUBADO;ES;SAO MATEUS;PEDRA DAGUA;RUA CRISTAL;COMERCIO
51905498;29/07/2023;00:00:00;VEICULO;FURTADO;ES;CARIACICA;CASTELO BRANCO;RUA 16;VIA PUBLICA
51906000;29/07/2023;16:30:00;APARELHOS TELEFONICOS;FURTADO;ES;SERRA;FEU ROSA;RUA BOTAO DE OURO;OUTRO LOCAL
51906284;29/07/2023;22:00:00;APARELHOS TELEFONICOS;FURTADO;ES;VITORIA;PRAIA DO SUA;Sem InformaçAo;OUTRO LOCAL
51907637;29/07/2023;17:40:00;BICICLETA;ROUBADO;ES;SAO MATEUS;OUTRO LOCAL;RODOVIA BR381 SAO MATEUS X NOVA VÊNECIA;RODOVIA ESTADUAL
51907637;29/07/2023;17:40:00;APARELHOS TELEFONICOS;ROUBADO;ES;SAO MATEUS;OUTRO LOCAL;RODOVIA BR381 SAO MATEUS X NOVA VÊNECIA;RODOVIA ESTADUAL
51910752;29/07/2023;18:40:00;APARELHOS TELEFONICOS;ROUBADO;ES;ITAPEMIRIM;PAINEIRAS;RODOVIA SAFRA MARATAIZES KM15;RODOVIA ESTADUAL
51910924;29/07/2023;19:00:00;BICICLETA;ROUBADO;ES;SERRA;CARAPINA;RUA DO POSTO DE SAUDE;VIA PUBLICA
51910924;29/07/2023;19:00:00;APARELHOS TELEFONICOS;ROUBADO;ES;SERRA;CARAPINA;RUA DO POSTO DE SAUDE;VIA PUBLICA
51911281;29/07/2023;10:00:00;APARELHOS TELEFONICOS;FURTADO;ES;VITORIA;MARIO CYPRESTE;AV. DARIO LOURENÇO DE SOUZA;REPARTICAO PUBLICA
51911299;29/07/2023;06:30:00;BICICLETA;FURTADO;ES;RIO BANANAL;CENTRO;PATIO DA PREFEITURA;GINASIO
51911507;29/07/2023;09:00:00;BICICLETA;FURTADO;ES;MIMOSO DO SUL;MORRO DA PALHA;CRISPIM BRAGA;VIA PUBLICA
51911571;29/07/2023;06:15:00;APARELHOS TELEFONICOS;ROUBADO;ES;CARIACICA;BELA AURORA;RUA SAO JORGE;VIA PUBLICA
51911715;29/07/2023;16:29:00;BICICLETA;FURTADO;ES;VITORIA;JARDIM CAMBURI;RUA ODINEIR DE FREITAS CASTRO , 86, JARDIM CAMBURI , VITORIA;RESIDÊNCIA
51913809;29/07/2023;08:20:00;APARELHOS TELEFONICOS;ROUBADO;ES;SERRA;ANDRE CARLONI;RUA TRINTA E TRES;VIA PUBLICA
51914573;29/07/2023;19:40:00;APARELHOS TELEFONICOS;FURTADO;ES;RIO BANANAL;PANORAMA;BAR DO TRÊS PERNAS;COMERCIO
51914658;29/07/2023;22:00:00;APARELHOS TELEFONICOS;ROUBADO;ES;LINHARES;PLANALTO;Sem InformaçAo;VIA PUBLICA
51915730;29/07/2023;18:36:00;BICICLETA;FURTADO;ES;VITORIA;SANTA LUIZA;AV. NOSSA SENHORA DA PENHA;VIA PUBLICA
51915806;29/07/2023;21:00:00;APARELHOS TELEFONICOS;FURTADO;ES;SERRA;PARQUE JACARAIPE;AV ABIDO SAAD;VIA PUBLICA
51916435;29/07/2023;13:00:00;BICICLETA;FURTADO;ES;ITAPEMIRIM;BOM SERA;RUA PROJETADA SN;RESIDÊNCIA
51919730;29/07/2023;00:30:00;APARELHOS TELEFONICOS;ROUBADO;ES;SANTA MARIA DE JETIBA;CENTRO;NAO INFORMADO;OUTRO LOCAL
51919830;29/07/2023;15:30:00;APARELHOS TELEFONICOS;ROUBADO;ES;CARIACICA;CAMPO GRANDE;Sem InformaçAo;VIA PUBLICA
51920211;29/07/2023;00:00:00;APARELHOS TELEFONICOS;FURTADO;ES;COLATINA;BELA VISTA;PROXIMO AO SANTANA DA PIZZA;VIA PUBLICA
51920296;29/07/2023;13:30:00;APARELHOS TELEFONICOS;ROUBADO;ES;VILA VELHA;ALVORADA;Sem InformaçAo;VIA PUBLICA
51920334;29/07/2023;20:00:00;APARELHOS TELEFONICOS;FURTADO;ES;LINHARES;AVISO;Sem InformaçAo;COMERCIO
51920423;29/07/2023;18:47:00;APARELHOS TELEFONICOS;ROUBADO;ES;VILA VELHA;ALECRIM;AV. CARLOS LINDENBERG;RODOVIA ESTADUAL
51920580;29/07/2023;05:00:00;APARELHOS TELEFONICOS;ROUBADO;ES;CARIACICA;SANTANA;Sem InformaçAo;RODOVIA ESTADUAL
51921326;29/07/2023;17:30:00;APARELHOS TELEFONICOS;FURTADO;ES;CARIACICA;ITAPEMIRIM;RUA C/ OU RUA CEARA;COMERCIO
51921619;29/07/2023;00:00:00;APARELHOS TELEFONICOS;FURTADO;ES;PEDRO CANARIO;OUTRO LOCAL;Sem InformaçAo;VIA PUBLICA
51923825;29/07/2023;04:30:00;APARELHOS TELEFONICOS;ROUBADO;ES;CONCEICAO DA BARRA;ITAUNAS;ITAUNAS;VIA PUBLICA
51924288;29/07/2023;18:00:00;APARELHOS TELEFONICOS;FURTADO;ES;VITORIA;BENTO FERREIRA;AVENIDA CARLOS MOREIRA LIMA;TEMPLO RELIGIOSO
51924446;29/07/2023;20:00:00;BICICLETA;ROUBADO;ES;VILA VELHA;VILA GARRIDO;Sem InformaçAo;VIA PUBLICA
51924446;29/07/2023;20:00:00;APARELHOS TELEFONICOS;ROUBADO;ES;VILA VELHA;VILA GARRIDO;Sem InformaçAo;VIA PUBLICA
51927304;29/07/2023;00:15:00;BICICLETA;FURTADO;ES;SAO MATEUS;GURIRI;RUA MANGABEIRA;RESIDÊNCIA
51929939;29/07/2023;11:48:00;BICICLETA;FURTADO;ES;VILA VELHA;SANTA RITA;AVENIDA FERNANDO ANTONIO DA SILVEIRA;VIA PUBLICA
51935354;29/07/2023;Indeterminada;APARELHOS TELEFONICOS;ROUBADO;ES;LINHARES;INTERLAGOS;RUA DUARTE DA COSTA;VIA PUBLICA
51938593;29/07/2023;Indeterminada;APARELHOS TELEFONICOS;FURTADO;ES;SERRA;JARDIM LIMOEIRO;AV. DES. MARIO DA SILVA NUNES;COMERCIO
51994514;29/07/2023;Indeterminada;APARELHOS TELEFONICOS;FURTADO;ES;VITORIA;RESISTENCIA;RUA TANCREDO NEVES;RESIDÊNCIA
52021246;29/07/2023;Indeterminada;BICICLETA;FURTADO;ES;VIANA;SOTECO;RUA SEBASTIAO DE PAULA MENDONÇA;RESIDÊNCIA
52076690;29/07/2023;13:00:00;APARELHOS TELEFONICOS;FURTADO;ES;SERRA;PRAIA DE CARAPEBUS;Sem InformaçAo;RESIDÊNCIA
52433588;29/07/2023;Indeterminada;APARELHOS TELEFONICOS;ROUBADO;ES;VILA VELHA;PONTA DA FRUTA;Sem InformaçAo;VIA PUBLICA
51902942;30/07/2023;23:45:00;VEICULO;FURTADO;ES;SANTA MARIA DE JETIBA;CENTRO;AV HERMAN ROELKE;VIA PUBLICA
51903283;30/07/2023;01:40:00;VEICULO;FURTADO;ES;SANTA MARIA DE JETIBA;CENTRO;RUA DOS IMIGRANTES;VIA PUBLICA
51903349;30/07/2023;00:30:00;APARELHOS TELEFONICOS;ROUBADO;ES;VILA VELHA;SANTA MONICA;RUA 25;VIA PUBLICA
51903349;30/07/2023;00:30:00;VEICULO;ROUBADO;ES;VILA VELHA;SANTA MONICA;RUA 25;VIA PUBLICA
51903609;30/07/2023;03:28:00;VEICULO;FURTADO;ES;PEDRO CANARIO;NOVO HORIZONTE;RUA MARTINS;VIA PUBLICA
51904384;30/07/2023;09:04:00;VEICULO;FURTADO;ES;ITARANA;CENTRO;RUA HUGO TALLON;VIA PUBLICA
51904440;30/07/2023;22:00:00;APARELHOS TELEFONICOS;ROUBADO;ES;SAO GABRIEL DA PALHA;CACHOEIRA DA ONCA;AV FRANCISCO RONDELLI;VIA PUBLICA
51905606;30/07/2023;01:00:00;APARELHOS TELEFONICOS;FURTADO;ES;GUARAPARI;CENTRO;AV. JOAQUIM DA SILVA LIMA;VIA PUBLICA
51906121;30/07/2023;13:15:00;VEICULO;ROUBADO;ES;LINHARES;MOVELAR;ROD BR 101;VIA PUBLICA
51906540;30/07/2023;14:40:00;APARELHOS TELEFONICOS;ROUBADO;ES;CARIACICA;CAMPO GRANDE;RUA PASTOR JOSE DE PAULA;VIA PUBLICA
51906654;30/07/2023;14:00:00;APARELHOS TELEFONICOS;ROUBADO;ES;LINHARES;PLANALTO;NAO INFORMADO;VIA PUBLICA
51906654;30/07/2023;14:00:00;VEICULO;ROUBADO;ES;LINHARES;PLANALTO;NAO INFORMADO;VIA PUBLICA
51907010;30/07/2023;13:15:00;VEICULO;ROUBADO;ES;LINHARES;CANIVETE;AV TIRADENTES;VIA PUBLICA
51907710;30/07/2023;06:50:00;APARELHOS TELEFONICOS;ROUBADO;ES;SAO MATEUS;CENTRO;RUA MATEUS CUNHA FUNDAO;OUTRO LOCAL
51907813;30/07/2023;13:15:00;VEICULO;ROUBADO;ES;LINHARES;CANIVETE;AV ESPIRITO SANTO;VIA PUBLICA
51909025;30/07/2023;20:50:00;APARELHOS TELEFONICOS;ROUBADO;ES;CARIACICA;SANTO ANDRE;RUA MAGNOLIAS;VIA PUBLICA
51909025;30/07/2023;20:50:00;VEICULO;ROUBADO;ES;CARIACICA;SANTO ANDRE;RUA MAGNOLIAS;VIA PUBLICA
51909710;30/07/2023;23:15:00;APARELHOS TELEFONICOS;ROUBADO;ES;PEDRO CANARIO;NOVO HORIZONTE;RUA JOSE FRANCISCO CANARIO;VIA PUBLICA
51909806;30/07/2023;23:30:00;APARELHOS TELEFONICOS;FURTADO;ES;VILA VELHA;CRISTOVAO COLOMBO;RUA CASTORINA VIEIRA;VIA PUBLICA
51909888;30/07/2023;18:00:00;VEICULO;FURTADO;ES;COLATINA;SANTOS DUMONT;RUA JASMIN;VIA PUBLICA
51911014;30/07/2023;18:30:00;BICICLETA;ROUBADO;ES;SERRA;PARQUE RESIDENCIAL LARANJEIRAS;AV CENTRAL;VIA PUBLICA
51911014;30/07/2023;18:30:00;APARELHOS TELEFONICOS;ROUBADO;ES;SERRA;PARQUE RESIDENCIAL LARANJEIRAS;AV CENTRAL;VIA PUBLICA
51911056;30/07/2023;09:00:00;APARELHOS TELEFONICOS;FURTADO;ES;SAO MATEUS;PEDRA DAGUA;RODOVIA OTHOVARINO DUARTE SANTOS;VIA PUBLICA
51911118;30/07/2023;11:00:00;APARELHOS TELEFONICOS;FURTADO;ES;VILA VELHA;OUTRO LOCAL;Sem InformaçAo;VEICULO
51911191;30/07/2023;22:00:00;VEICULO;ROUBADO;ES;CARIACICA;SANTO ANDRE;__;VIA PUBLICA
51911290;30/07/2023;18:00:00;APARELHOS TELEFONICOS;FURTADO;ES;BAIXO GUANDU;SAPUCAIA;RUA HUGO LOPES NALLE;VIA PUBLICA
51911367;30/07/2023;Indeterminada;APARELHOS TELEFONICOS;FURTADO;ES;VILA VELHA;CENTRO VILA VELHA;AV JERONIMO MONTEIRO;COMERCIO
51911367;30/07/2023;Indeterminada;APARELHOS TELEFONICOS;FURTADO;ES;VILA VELHA;CENTRO VILA VELHA;AV JERONIMO MONTEIRO;COMERCIO
51911367;30/07/2023;Indeterminada;APARELHOS TELEFONICOS;FURTADO;ES;VILA VELHA;CENTRO VILA VELHA;AV JERONIMO MONTEIRO;COMERCIO
51911429;30/07/2023;07:00:00;VEICULO;FURTADO;ES;BARRA DE SAO FRANCISCO;BAIRRO VILA LANDINHA;RUA GRACIANO NEVES;VIA PUBLICA
51911443;30/07/2023;23:00:00;VEICULO;FURTADO;ES;ITAGUACU;LIRIO DO CAMPO;ESTRADA DA LAGINHA;RESIDÊNCIA
51911830;30/07/2023;22:30:00;BICICLETA;ROUBADO;ES;VILA VELHA;PRAIA DA COSTA;AV ANTONIO GIL VELOSO;VIA PUBLICA
51911903;30/07/2023;22:30:00;APARELHOS TELEFONICOS;ROUBADO;ES;VITORIA;CENTRO;AV. ELIAS MIGUEL;VEICULO
51911989;30/07/2023;Indeterminada;APARELHOS TELEFONICOS;FURTADO;ES;SANTA MARIA DE JETIBA;CORREGO DAS PEDRAS;SAO SEBASTIAO DE BELEM - ZONA RURAL;RESIDÊNCIA
51911998;30/07/2023;18:30:00;APARELHOS TELEFONICOS;ROUBADO;ES;ITAPEMIRIM;ZONA RURAL;BURACA;VIA PUBLICA
51912040;30/07/2023;11:40:00;APARELHOS TELEFONICOS;ROUBADO;ES;VITORIA;GOIABEIRAS;RUA ALEXANDRE MARTINS DE FIGUEIREDO;VIA PUBLICA
51912602;30/07/2023;21:30:00;VEICULO;FURTADO;ES;VILA VELHA;COBILANDIA;RUA BREJETUBA;VIA PUBLICA
51913364;30/07/2023;20:00:00;BICICLETA;ROUBADO;ES;VITORIA;JARDIM CAMBURI;NAO SEI INFORMAR;VIA PUBLICA
51913364;30/07/2023;20:00:00;APARELHOS TELEFONICOS;ROUBADO;ES;VITORIA;JARDIM CAMBURI;NAO SEI INFORMAR;VIA PUBLICA
51913578;30/07/2023;22:00:00;APARELHOS TELEFONICOS;ROUBADO;ES;VILA VELHA;ALECRIM;Sem InformaçAo;VIA PUBLICA
51913860;30/07/2023;02:00:00;APARELHOS TELEFONICOS;FURTADO;ES;IRUPI;CAROLINE BARBOSA;PERTO DA CASA DA EUFRASIA;VEICULO
51913940;30/07/2023;20:30:00;APARELHOS TELEFONICOS;ROUBADO;ES;VIANA;CANAA;ROD BR 262;VIA PUBLICA
51914230;30/07/2023;Indeterminada;APARELHOS TELEFONICOS;ROUBADO;ES;VILA VELHA;PRAIA DE ITAPARICA;Sem InformaçAo;VIA PUBLICA
51914341;30/07/2023;15:30:00;APARELHOS TELEFONICOS;FURTADO;ES;SERRA;FEU ROSA;RUA DA FEIRA;VIA PUBLICA
51914584;30/07/2023;00:30:00;VEICULO;FURTADO;ES;SAO MATEUS;BOM SUCESSO;AV A;VIA PUBLICA
51914611;30/07/2023;21:00:00;APARELHOS TELEFONICOS;FURTADO;ES;VILA VELHA;ARIBIRI;AV CARLOS LINDENBERG;VIA PUBLICA
51914788;30/07/2023;19:10:00;APARELHOS TELEFONICOS;ROUBADO;ES;VITORIA;CENTRO;Sem InformaçAo;VIA PUBLICA
51915286;30/07/2023;17:30:00;APARELHOS TELEFONICOS;FURTADO;ES;NOVA VENECIA;ALTOE;RUA ALDECIR SALVADOR;RESIDÊNCIA
51916579;30/07/2023;23:00:00;VEICULO;ROUBADO;ES;SERRA;JARDIM TROPICAL;AV  MANOEL CORONEL NUNES;VIA PUBLICA
51916886;30/07/2023;Indeterminada;APARELHOS TELEFONICOS;ROUBADO;ES;SERRA;JARDIM TROPICAL;AV CENTRAL;VIA PUBLICA
51919645;30/07/2023;23:00:00;APARELHOS TELEFONICOS;ROUBADO;ES;VILA VELHA;CENTRO VILA VELHA;RUA EXPEDICIONARIO AQUINO DE ARAUJO;VIA PUBLICA
51920093;30/07/2023;04:00:00;VEICULO;FURTADO;ES;VILA VELHA;VILA NOVA;RUA VINTE E NOVE;VIA PUBLICA
51920248;30/07/2023;01:40:00;VEICULO;FURTADO;ES;SERRA;EURICO SALLES;RUA DOS COLIBRIS;VIA PUBLICA
51920615;30/07/2023;23:00:00;APARELHOS TELEFONICOS;FURTADO;ES;SANTA MARIA DE JETIBA;CENTRO;RUA FLORENCIO AUGUSTO BERGER;CASA DE SHOW/EVENTOS
51922705;30/07/2023;02:00:00;APARELHOS TELEFONICOS;ROUBADO;ES;VITORIA;ENSEADA DO SUA;Sem InformaçAo;VIA PUBLICA
51924048;30/07/2023;00:00:00;APARELHOS TELEFONICOS;ROUBADO;ES;VILA VELHA;ZUMBI DOS PALMARES;RUA:JAIME DE BARROS;VIA PUBLICA
51925311;30/07/2023;03:00:00;VEICULO;FURTADO;ES;VILA VELHA;SAO TORQUATO;RUA SAO PEDRO;VIA PUBLICA
51928460;30/07/2023;18:30:00;APARELHOS TELEFONICOS;ROUBADO;ES;VITORIA;SAO PEDRO;RUA SAO TIAGO;VIA PUBLICA
51928460;30/07/2023;18:30:00;APARELHOS TELEFONICOS;ROUBADO;ES;VITORIA;SAO PEDRO;RUA SAO TIAGO;VIA PUBLICA
51928609;30/07/2023;00:00:00;APARELHOS TELEFONICOS;FURTADO;ES;VILA VELHA;ITAPOA;BERIBAZEIRO;RESIDÊNCIA
51928958;30/07/2023;03:00:00;APARELHOS TELEFONICOS;FURTADO;ES;VITORIA;PRAIA DO CANTO;R. JOAQUIM LIRIO;CASA DE SHOW/EVENTOS
51929674;30/07/2023;07:00:00;APARELHOS TELEFONICOS;ROUBADO;ES;VILA VELHA;VALE ENCANTADO;Sem InformaçAo;VIA PUBLICA
51929945;30/07/2023;00:30:00;APARELHOS TELEFONICOS;ROUBADO;ES;VILA VELHA;PEDRA DOS BUZIOS;Sem InformaçAo;VIA PUBLICA
51930132;30/07/2023;02:00:00;APARELHOS TELEFONICOS;FURTADO;ES;VILA VELHA;JARDIM MARILANDIA;Sem InformaçAo;CASA DE SHOW/EVENTOS
51930348;30/07/2023;02:00:00;APARELHOS TELEFONICOS;ROUBADO;ES;VILA VELHA;SANTA RITA;AVENIDA CAPUABA;VIA PUBLICA
51939496;30/07/2023;03:30:00;BICICLETA;ROUBADO;ES;SERRA;CASTELANDIA;RUA GURUÇA;RESIDÊNCIA
51961621;30/07/2023;20:00:00;APARELHOS TELEFONICOS;ROUBADO;ES;VILA VELHA;ALVORADA;CASA FUNDOS;VIA PUBLICA
51973867;30/07/2023;02:00:00;APARELHOS TELEFONICOS;ROUBADO;ES;VITORIA;ENSEADA DO SUA;Sem InformaçAo;VIA PUBLICA
52041172;30/07/2023;23:59:00;VEICULO;FURTADO;ES;SERRA;SERRA DOURADA I;RUA COBALTO;VIA PUBLICA
51910724;31/07/2023;04:40:00;APARELHOS TELEFONICOS;ROUBADO;ES;SERRA;CIDADE POMAR;AV NORTE SUL;VIA PUBLICA
51910724;31/07/2023;04:40:00;APARELHOS TELEFONICOS;ROUBADO;ES;SERRA;CIDADE POMAR;AV NORTE SUL;VIA PUBLICA
51910724;31/07/2023;04:40:00;VEICULO;ROUBADO;ES;SERRA;CIDADE POMAR;AV NORTE SUL;VIA PUBLICA
51911129;31/07/2023;16:00:00;VEICULO;FURTADO;ES;ITAPEMIRIM;ZONA RURAL;Sem InformaçAo;RODOVIA ESTADUAL
51911182;31/07/2023;05:20:00;APARELHOS TELEFONICOS;ROUBADO;ES;SERRA;PORTO CANOA;AV CABOCLO BERNADO;VIA PUBLICA
51911182;31/07/2023;05:20:00;VEICULO;ROUBADO;ES;SERRA;PORTO CANOA;AV CABOCLO BERNADO;VIA PUBLICA
51911417;31/07/2023;04:50:00;APARELHOS TELEFONICOS;ROUBADO;ES;SERRA;NOVA CARAPINA II;RUA ARUARI;VIA PUBLICA
51911417;31/07/2023;04:50:00;APARELHOS TELEFONICOS;ROUBADO;ES;SERRA;NOVA CARAPINA II;RUA ARUARI;VIA PUBLICA
51911587;31/07/2023;08:05:00;VEICULO;FURTADO;ES;VITORIA;BENTO FERREIRA;RUA NEVES ARMOND;VIA PUBLICA
51911682;31/07/2023;06:35:00;APARELHOS TELEFONICOS;ROUBADO;ES;CARIACICA;CAMPO VERDE;RUA SANTA LEOPOLDINA;VIA PUBLICA
51911682;31/07/2023;06:35:00;VEICULO;ROUBADO;ES;CARIACICA;CAMPO VERDE;RUA SANTA LEOPOLDINA;VIA PUBLICA
51912018;31/07/2023;02:00:00;VEICULO;FURTADO;ES;SERRA;SERRA DOURADA II;RUA CRIZALIDA;VIA PUBLICA
51912865;31/07/2023;08:40:00;APARELHOS TELEFONICOS;ROUBADO;ES;VITORIA;CENTRO;AV BEIRA MAR;VIA PUBLICA
51913508;31/07/2023;12:00:00;VEICULO;FURTADO;ES;NOVA VENECIA;BEIRA RIO;RUA SAO PAULO;VIA PUBLICA
51913518;31/07/2023;12:30:00;APARELHOS TELEFONICOS;ROUBADO;ES;VILA VELHA;BRISAMAR;Sem InformaçAo;VIA PUBLICA
51913518;31/07/2023;12:30:00;APARELHOS TELEFONICOS;ROUBADO;ES;VILA VELHA;BRISAMAR;Sem InformaçAo;VIA PUBLICA
51913518;31/07/2023;12:30:00;VEICULO;ROUBADO;ES;VILA VELHA;BRISAMAR;Sem InformaçAo;VIA PUBLICA
51914091;31/07/2023;22:30:00;APARELHOS TELEFONICOS;ROUBADO;ES;VITORIA;NAZARETH;AVENIDA VITORIA;VIA PUBLICA
51914812;31/07/2023;12:30:00;APARELHOS TELEFONICOS;ROUBADO;ES;CARIACICA;CAMPO GRANDE;Sem InformaçAo;VIA PUBLICA
51914965;31/07/2023;14:20:00;APARELHOS TELEFONICOS;ROUBADO;ES;CARIACICA;VISTA MAR;Sem InformaçAo;VIA PUBLICA
51914965;31/07/2023;14:20:00;APARELHOS TELEFONICOS;ROUBADO;ES;CARIACICA;VISTA MAR;Sem InformaçAo;VIA PUBLICA
51914965;31/07/2023;14:20:00;APARELHOS TELEFONICOS;ROUBADO;ES;CARIACICA;VISTA MAR;Sem InformaçAo;VIA PUBLICA
51915029;31/07/2023;Indeterminada;VEICULO;FURTADO;ES;MARATAIZES;BELO HORIZONTE;AV AMAZONAS;RESIDÊNCIA
51915254;31/07/2023;14:00:00;APARELHOS TELEFONICOS;ROUBADO;ES;CARIACICA;JARDIM AMERICA;Sem InformaçAo;VIA PUBLICA
51915340;31/07/2023;14:20:00;APARELHOS TELEFONICOS;ROUBADO;ES;CARIACICA;VISTA MAR;Sem InformaçAo;VIA PUBLICA
51915429;31/07/2023;14:20:00;APARELHOS TELEFONICOS;ROUBADO;ES;CARIACICA;VISTA MAR;Sem InformaçAo;VIA PUBLICA
51915508;31/07/2023;06:35:00;APARELHOS TELEFONICOS;ROUBADO;ES;CARIACICA;CAMPO VERDE;SANTA LEOPODINA;ESCOLA
51915598;31/07/2023;06:30:00;APARELHOS TELEFONICOS;FURTADO;ES;VITORIA;FORTE SAO JOAO;AVENIDA VITORIA;VEICULO
51916602;31/07/2023;15:40:00;APARELHOS TELEFONICOS;FURTADO;ES;CARIACICA;ITACIBA;INTERIOR DA AGENCIA BANESTES EM ITACIBA;AGÊNCIA BANCARIA
51917187;31/07/2023;18:00:00;VEICULO;FURTADO;ES;SERRA;CASTELANDIA;Sem InformaçAo;VIA PUBLICA
51917441;31/07/2023;20:20:00;VEICULO;FURTADO;ES;JAGUARE;CENTRO;RUA ZILDA SARTORI ALTOE;VIA PUBLICA
51917502;31/07/2023;19:40:00;VEICULO;ROUBADO;ES;JAGUARE;FATIMA;Sem InformaçAo;VIA PUBLICA
51917522;31/07/2023;19:00:00;VEICULO;FURTADO;ES;VILA VELHA;PRAIA DE ITAPARICA;AV JOSE JULIO DE SOUZA;VIA PUBLICA
51917681;31/07/2023;19:00:00;BICICLETA;FURTADO;ES;LINHARES;SHELL;ESTACIONAMENTO DO SUPERMERCADO SEMPRE TEM;OUTRO LOCAL
51917901;31/07/2023;19:15:00;APARELHOS TELEFONICOS;ROUBADO;ES;VILA VELHA;PRAIA DA COSTA;RUA INACIO HIGINO;VIA PUBLICA
51917930;31/07/2023;16:35:00;APARELHOS TELEFONICOS;FURTADO;ES;SERRA;TERMINAL INTERMODAL DA SERRA (TIMS);AV DO CONTORNO;COMERCIO
51918059;31/07/2023;17:30:00;VEICULO;FURTADO;ES;SERRA;PARQUE RESIDENCIAL LARANJEIRAS;AV CIVIT;VIA PUBLICA
51918216;31/07/2023;22:00:00;APARELHOS TELEFONICOS;FURTADO;ES;CARIACICA;CAMPO GRANDE;AV EXPEDITO GARCIA;VIA PUBLICA
51918330;31/07/2023;22:57:00;VEICULO;ROUBADO;ES;SOORETAMA;JOEIRANAIS;ROD BR 101;VIA PUBLICA
51918387;31/07/2023;22:30:00;VEICULO;ROUBADO;ES;RIO BANANAL;BANANALZINHO;NAO INFORMADO;VIA PUBLICA
51918443;31/07/2023;23:18:00;VEICULO;ROUBADO;ES;SAO MATEUS;NOVO HORIZONTE;ROD BR 101;VIA PUBLICA
51918724;31/07/2023;10:57:00;APARELHOS TELEFONICOS;ROUBADO;ES;VITORIA;JARDIM DA PENHA;Sem InformaçAo;VIA PUBLICA
51918724;31/07/2023;10:57:00;VEICULO;ROUBADO;ES;VITORIA;JARDIM DA PENHA;Sem InformaçAo;VIA PUBLICA
51919511;31/07/2023;17:00:00;APARELHOS TELEFONICOS;ROUBADO;ES;SERRA;CENTRAL CARAPINA;ESTRADA DE CHAO;VIA PUBLICA
51919721;31/07/2023;07:00:00;APARELHOS TELEFONICOS;ROUBADO;ES;CARIACICA;SANTA LUZIA;RUA TEOFILO OTONI;VIA PUBLICA
51919750;31/07/2023;19:20:00;APARELHOS TELEFONICOS;ROUBADO;ES;CARIACICA;VILA CAPIXABA;RUA FUNDAO;VIA PUBLICA
51919838;31/07/2023;15:30:00;APARELHOS TELEFONICOS;ROUBADO;ES;CARIACICA;CAMPO GRANDE;RUA SIMAO BOLIVAR;ESCOLA
51919991;31/07/2023;14:00:00;APARELHOS TELEFONICOS;FURTADO;ES;CARIACICA;JARDIM AMERICA;BR 262 KM 2;VIA PUBLICA
51920209;31/07/2023;12:20:00;APARELHOS TELEFONICOS;ROUBADO;ES;VILA VELHA;ATAIDE;Sem InformaçAo;VIA PUBLICA
51920309;31/07/2023;19:50:00;BICICLETA;FURTADO;ES;VITORIA;JARDIM DA PENHA;PRAÇA REGINA FRIGERI FURNO;OUTRO LOCAL
51920545;31/07/2023;16:00:00;APARELHOS TELEFONICOS;FURTADO;ES;CACHOEIRO DE ITAPEMIRIM;MARIA ORTIZ;Sem InformaçAo;ESCOLA
51921039;31/07/2023;18:00:00;APARELHOS TELEFONICOS;FURTADO;ES;SANTA MARIA DE JETIBA;VILA JETIBA;ROD KURTH KARL LUDWIG KERCKHOFF;RESIDÊNCIA
51921083;31/07/2023;10:40:00;APARELHOS TELEFONICOS;FURTADO;ES;SERRA;PARQUE RESIDENCIAL LARANJEIRAS;Sem InformaçAo;VEICULO
51921103;31/07/2023;17:00:00;BICICLETA;FURTADO;ES;SERRA;BAIRRO DAS LARANJEIRAS;AV MINAS GERAIS;COMERCIO
51921132;31/07/2023;19:00:00;APARELHOS TELEFONICOS;ROUBADO;ES;VILA VELHA;SAO CONRADO;ROD ES 060;VIA PUBLICA
51921740;31/07/2023;18:50:00;BICICLETA;ROUBADO;ES;SERRA;PARQUE JACARAIPE;AV ABIDO SAAD;VIA PUBLICA
51922397;31/07/2023;00:00:00;VEICULO;FURTADO;ES;SOORETAMA;PARQUE SAO JORGE;RUA SAPUCAIA;VIA PUBLICA
51922753;31/07/2023;00:10:00;APARELHOS TELEFONICOS;ROUBADO;ES;VITORIA;JUCUTUQUARA;RUA PROFESSOR LELIS;VIA PUBLICA
51922943;31/07/2023;14:30:00;APARELHOS TELEFONICOS;FURTADO;ES;VILA VELHA;GLORIA;AVENIDA CARLOS LINDEMBERG;AGÊNCIA BANCARIA
51923035;31/07/2023;14:00:00;APARELHOS TELEFONICOS;FURTADO;ES;PIUMA;CENTRO;Sem InformaçAo;RESIDÊNCIA
51923144;31/07/2023;20:00:00;APARELHOS TELEFONICOS;ROUBADO;ES;VITORIA;MATA DA PRAIA;RUA ALZIRO ZARUR;VIA PUBLICA
51923735;31/07/2023;11:00:00;VEICULO;FURTADO;ES;SERRA;PARQUE RESIDENCIAL LARANJEIRAS;Sem InformaçAo;VIA PUBLICA
51924051;31/07/2023;20:30:00;APARELHOS TELEFONICOS;ROUBADO;ES;NOVA VENECIA;FILOMENA;Sem InformaçAo;VIA PUBLICA
51926300;31/07/2023;19:00:00;VEICULO;FURTADO;ES;SERRA;BOA VISTA II;RUA ELIAS THOMAS;VIA PUBLICA
