Nº OCORRÊNCIA;DATA DO FATO;HORA DO FATO;OBJETO;AÇAO ;UF;MUNICIPIO;BAIRRO;LOGRADOURO;TIPO DE LOCAL
51882722;27/07/2023;01:40:00;VEICULO;ROUBADO;ES;SAO MATEUS;FATIMA;AV JOSE TOZZI;VIA PUBLICA
51882970;27/07/2023;18:20:00;VEICULO;FURTADO;ES;SERRA;CIVIT II;AV ELDES SCHERRER SOUZA;VIA PUBLICA
51883105;27/07/2023;20:00:00;APARELHOS TELEFONICOS;ROUBADO;ES;LINHARES;TRES BARRAS;RUA JOSE CANDIDO DURAO;VIA PUBLICA
51883265;27/07/2023;18:00:00;APARELHOS TELEFONICOS;FURTADO;ES;CARIACICA;CAMPO GRANDE;AV. MINISTRO EURICO SALES;CONSULTORIO
51883500;27/07/2023;20:45:00;APARELHOS TELEFONICOS;ROUBADO;ES;CARIACICA;VILA CAPIXABA;RUA SANTA TEREZA;VIA PUBLICA
51883500;27/07/2023;20:45:00;VEICULO;ROUBADO;ES;CARIACICA;VILA CAPIXABA;RUA SANTA TEREZA;VIA PUBLICA
51883697;27/07/2023;20:00:00;APARELHOS TELEFONICOS;ROUBADO;ES;SERRA;CARAPINA GRANDE;RUA CONSTANTE NERIS;VIA PUBLICA
51883697;27/07/2023;20:00:00;VEICULO;ROUBADO;ES;SERRA;CARAPINA GRANDE;RUA CONSTANTE NERIS;VIA PUBLICA
51883894;27/07/2023;20:30:00;APARELHOS TELEFONICOS;ROUBADO;ES;CARIACICA;RETIRO SAUDOSO;RUA SOLDADO MESAQUE NASCIMENTO;VIA PUBLICA
51884121;27/07/2023;17:00:00;APARELHOS TELEFONICOS;ROUBADO;ES;SERRA;JOSE DE ANCHIETA III;AV CORONEL MANOEL NUNES;COMERCIO
51884725;27/07/2023;22:00:00;VEICULO;FURTADO;ES;CARIACICA;SANTA CATARINA;RUA:LONDRINA;VIA PUBLICA
51886367;27/07/2023;13:00:00;BICICLETA;FURTADO;ES;VITORIA;ANTONIO HONORIO;FRANCISCO DE ARAUJO MACHADO;ESCOLA
51886409;27/07/2023;02:40:00;VEICULO;FURTADO;ES;SAO MATEUS;GURIRI;RUA EDITH LAURA MOREIRA DALMEIDA;VIA PUBLICA
51886816;27/07/2023;10:00:00;APARELHOS TELEFONICOS;ROUBADO;ES;VITORIA;PRAIA DO CANTO;AV. SARTUNINO DE BRITO;VIA PUBLICA
51886957;27/07/2023;19:10:00;BICICLETA;ROUBADO;ES;VITORIA;JARDIM CAMBURI;AVENIDA NORTE SUL;VIA PUBLICA
51886957;27/07/2023;19:10:00;APARELHOS TELEFONICOS;ROUBADO;ES;VITORIA;JARDIM CAMBURI;AVENIDA NORTE SUL;VIA PUBLICA
51887082;27/07/2023;10:30:00;APARELHOS TELEFONICOS;FURTADO;ES;GUARAPARI;MUQUICABA;Sem InformaçAo;COMERCIO
51887221;27/07/2023;10:45:00;APARELHOS TELEFONICOS;ROUBADO;ES;VITORIA;SAO PEDRO;ROD SERAFIM DERENZY;VIA PUBLICA
51887635;27/07/2023;07:50:00;VEICULO;FURTADO;ES;VILA VELHA;RIO MARINHO;AV. RIO MARINHO;VIA PUBLICA
51888686;27/07/2023;23:33:00;APARELHOS TELEFONICOS;ROUBADO;ES;JAGUARE;NOVO TEMPO;Sem InformaçAo;VIA PUBLICA
51888743;27/07/2023;19:30:00;APARELHOS TELEFONICOS;FURTADO;ES;LINHARES;MOVELAR;Sem InformaçAo;VIA PUBLICA
51889260;27/07/2023;01:00:00;APARELHOS TELEFONICOS;ROUBADO;ES;SERRA;CONJUNTO JACARAIPE;RUA PRINCIPAL;VIA PUBLICA
51889284;27/07/2023;17:25:00;APARELHOS TELEFONICOS;ROUBADO;ES;CARIACICA;BELA AURORA;AUGUSTO SANTOS COGO;VIA PUBLICA
51890099;27/07/2023;23:30:00;APARELHOS TELEFONICOS;ROUBADO;ES;VILA VELHA;ARIBIRI;EST JERONIMO MONTEIRO;VIA PUBLICA
51890432;27/07/2023;14:40:00;APARELHOS TELEFONICOS;ROUBADO;ES;CARIACICA;CAMPO GRANDE;AV.EXPEDIDO GARGIA;VIA PUBLICA
51895485;27/07/2023;Indeterminada;VEICULO;FURTADO;ES;SERRA;CIDADE CONTINENTAL;AVENIDA ARTICA;VIA PUBLICA
51895938;27/07/2023;20:30:00;APARELHOS TELEFONICOS;ROUBADO;ES;VITORIA;ENSEADA DO SUA;R. MARILIA DE REZENDE SCARTON COUTINHO;VIA PUBLICA
51900481;27/07/2023;20:00:00;APARELHOS TELEFONICOS;ROUBADO;ES;GUARAPARI;MUQUICABA;Sem InformaçAo;VIA PUBLICA
51909679;27/07/2023;11:30:00;VEICULO;FURTADO;ES;LINHARES;CENTRO;Sem InformaçAo;VIA PUBLICA
51912033;27/07/2023;16:49:00;APARELHOS TELEFONICOS;FURTADO;ES;SERRA;PARQUE JACARAIPE;AVENIDA NOSSA SENHORA DOS NAVEGANTES;VIA PUBLICA
51912089;27/07/2023;10:33:00;APARELHOS TELEFONICOS;FURTADO;ES;VITORIA;MARIO CYPRESTE;AVENIDA DARIO LOURENÇO DE SOUZA;OUTRO LOCAL
51912333;27/07/2023;16:30:00;APARELHOS TELEFONICOS;ROUBADO;ES;SERRA;CONJUNTO JACARAIPE;Sem InformaçAo;VIA PUBLICA
51913114;27/07/2023;19:30:00;APARELHOS TELEFONICOS;ROUBADO;ES;VITORIA;GOIABEIRAS;AVENIDA PEDRO DEPIANTE;OUTRO LOCAL
51913168;27/07/2023;15:28:00;APARELHOS TELEFONICOS;FURTADO;ES;CARIACICA;CRUZEIRO DO SUL;Sem InformaçAo;VEICULO
51913196;27/07/2023;18:00:00;APARELHOS TELEFONICOS;FURTADO;ES;CARIACICA;CAMPO GRANDE;AVENIDA MINISTRO EURICO SALLES;CONSULTORIO
51915015;27/07/2023;19:20:00;BICICLETA;ROUBADO;ES;VITORIA;JARDIM CAMBURI;AV DANTE MICHELINE;VIA PUBLICA
51915015;27/07/2023;19:20:00;APARELHOS TELEFONICOS;ROUBADO;ES;VITORIA;JARDIM CAMBURI;AV DANTE MICHELINE;VIA PUBLICA
51920091;27/07/2023;22:30:00;BICICLETA;ROUBADO;ES;VILA VELHA;ALECRIM;Sem InformaçAo;RODOVIA ESTADUAL
51920439;27/07/2023;18:40:00;APARELHOS TELEFONICOS;ROUBADO;ES;VILA VELHA;ILHA DAS FLORES;ANTONIO ABRAAO;VIA PUBLICA
51924054;27/07/2023;23:00:00;VEICULO;FURTADO;ES;SERRA;JARDIM CARAPINA;RUA PALMAS;VIA PUBLICA
51928490;27/07/2023;03:51:00;BICICLETA;FURTADO;ES;VILA VELHA;PRAIA DA COSTA;AVENIDA ANTONIO GIL VELOSO;RESIDÊNCIA
51928856;27/07/2023;19:30:00;APARELHOS TELEFONICOS;FURTADO;ES;VITORIA;JARDIM DA PENHA;ORLA DE CAMBURI;VEICULO
51928908;27/07/2023;16:15:00;APARELHOS TELEFONICOS;FURTADO;ES;CARIACICA;CAMPO GRANDE;AV EXPEDITO GARCIA;VIA PUBLICA
51928924;27/07/2023;14:40:00;APARELHOS TELEFONICOS;ROUBADO;ES;CARIACICA;CAMPO GRANDE;AV. EXPEDIDO GARCIA;VIA PUBLICA
51930352;27/07/2023;20:00:00;APARELHOS TELEFONICOS;ROUBADO;ES;VILA VELHA;TERRA VERMELHA;AV. CALIFORNIA;VIA PUBLICA
51930695;27/07/2023;16:10:00;BICICLETA;FURTADO;ES;GUARAPARI;MUQUICABA;RUA ILDA BORGES VIEIRA;GINASIO
51937635;27/07/2023;14:30:00;APARELHOS TELEFONICOS;FURTADO;ES;CARIACICA;CAMPO GRANDE;AVENIDA EXPEDITO GARCIA;VEICULO
51950066;27/07/2023;18:15:00;VEICULO;FURTADO;ES;CARIACICA;ROSA DA PENHA;AV AMAZONAS;VIA PUBLICA
51977091;27/07/2023;19:30:00;APARELHOS TELEFONICOS;FURTADO;ES;VITORIA;JARDIM DA PENHA;AV DANTE MICHELINE;VIA PUBLICA
52001860;27/07/2023;01:30:00;BICICLETA;FURTADO;ES;PIUMA;PRAIA DE ACAIACA;RUA JOANA RIBEIRO;RESIDÊNCIA
52104754;27/07/2023;12:36:00;APARELHOS TELEFONICOS;ROUBADO;ES;CACHOEIRO DE ITAPEMIRIM;GUANDU;BERNARDO HORTA;VIA PUBLICA
52173729;27/07/2023;03:00:00;VEICULO;ROUBADO;ES;VILA VELHA;PRAIA DE ITAPARICA;AVENIDA ESTUDANTE JOSE JULIO DE SOUZA;VIA PUBLICA
52422730;27/07/2023;14:40:00;APARELHOS TELEFONICOS;ROUBADO;ES;CARIACICA;CAMPO GRANDE;AV.EXPEDIDO GARCIA;VIA PUBLICA
51885106;28/07/2023;01:43:00;VEICULO;FURTADO;ES;SAO JOSE DO CALCADO;JOAO MARCELINO DE FREITAS;RODOVIA ES 484;REPARTICAO PUBLICA
51886099;28/07/2023;05:10:00;APARELHOS TELEFONICOS;ROUBADO;ES;VILA VELHA;JARDIM MARILANDIA;PERTO DA PONTE;VIA PUBLICA
51886374;28/07/2023;09:00:00;APARELHOS TELEFONICOS;ROUBADO;ES;SAO MATEUS;SERNAMBY;RUA SAO JOSE;VIA PUBLICA
51886581;28/07/2023;04:20:00;APARELHOS TELEFONICOS;ROUBADO;ES;CACHOEIRO DE ITAPEMIRIM;AEROPORTO;ROD CACHOEIRO X MUQUI, VIAÇAO COSTA SUL;VIA PUBLICA
51886668;28/07/2023;03:40:00;VEICULO;FURTADO;ES;PANCAS;NOSSA SENHORA APARECIDA;RUA CRISTALINA;RESIDÊNCIA
51886955;28/07/2023;05:00:00;APARELHOS TELEFONICOS;ROUBADO;ES;LINHARES;CENTRO;AV. GOV. CARLOS LINDEMBERG;VIA PUBLICA
51887152;28/07/2023;10:41:00;APARELHOS TELEFONICOS;FURTADO;ES;CARIACICA;ITACIBA;ROD GOVERNADOR JOSE SETTE;OUTRO LOCAL
51887333;28/07/2023;14:00:00;APARELHOS TELEFONICOS;FURTADO;ES;VITORIA;JARDIM CAMBURI;RUA MARIA AUXLIADORA G SALOMAO;VIA PUBLICA
51887424;28/07/2023;Indeterminada;APARELHOS TELEFONICOS;FURTADO;ES;SAO GABRIEL DA PALHA;JARDIM DE INFANCIA;FERNANDO SERRA;OUTRO LOCAL
51887464;28/07/2023;05:00:00;BICICLETA;FURTADO;ES;VITORIA;JABOUR;AV FERNANDO FERRARI;RESIDÊNCIA
51887464;28/07/2023;05:00:00;BICICLETA;FURTADO;ES;VITORIA;JABOUR;AV FERNANDO FERRARI;RESIDÊNCIA
51887677;28/07/2023;11:37:00;VEICULO;ROUBADO;ES;ARACRUZ;JACUPEMBA;ESTRADA DAS CARRETAS;OUTRO LOCAL
51887957;28/07/2023;05:16:00;APARELHOS TELEFONICOS;ROUBADO;ES;SERRA;VISTA DA SERRA I;AVENIDA EUCALIPTO;VIA PUBLICA
51888085;28/07/2023;01:27:00;BICICLETA;FURTADO;ES;VITORIA;BARRO VERMELHO;RUA JO´SE LUIZ GABEIRA;RESIDÊNCIA
51888129;28/07/2023;05:15:00;APARELHOS TELEFONICOS;ROUBADO;ES;SERRA;SAO MARCOS I;RUA EM FRENTE ESCOLA HELBERT SOUZA;OUTRO LOCAL
51888134;28/07/2023;05:20:00;APARELHOS TELEFONICOS;ROUBADO;ES;SERRA;CIDADE POMAR;RUA DO COQUEIRO;OUTRO LOCAL
51888207;28/07/2023;Indeterminada;VEICULO;FURTADO;ES;CACHOEIRO DE ITAPEMIRIM;AEROPORTO;RUA CLAUDINA RIBEIRO DE ALMEIDA;RESIDÊNCIA
51888318;28/07/2023;09:00:00;APARELHOS TELEFONICOS;FURTADO;ES;VILA VELHA;IBES;TERMINAL DO IBES;EMBARCAÇAO
51888352;28/07/2023;12:30:00;APARELHOS TELEFONICOS;FURTADO;ES;VITORIA;PRAIA DO CANTO;AV SATURNINO DE BRITO;VIA PUBLICA
51888425;28/07/2023;Indeterminada;VEICULO;FURTADO;ES;SERRA;JARDIM LIMOEIRO;AV BELO HORIZONTE II;RESIDÊNCIA
51889176;28/07/2023;12:00:00;APARELHOS TELEFONICOS;FURTADO;ES;ITAGUACU;CENTRO;AVENIDA 17 DE FEVEREIRO;ESCOLA
51889829;28/07/2023;Indeterminada;APARELHOS TELEFONICOS;FURTADO;ES;SERRA;LARANJEIRAS VELHA;Sem InformaçAo;VEICULO
51890444;28/07/2023;07:50:00;APARELHOS TELEFONICOS;FURTADO;ES;CARIACICA;CAMPO GRANDE;AV MARIO GURGEL;VEICULO
51890485;28/07/2023;15:42:00;APARELHOS TELEFONICOS;ROUBADO;ES;CARIACICA;CAMPO GRANDE;AVENIDA EXPEDIO GARCIA;VIA PUBLICA
51890485;28/07/2023;15:42:00;APARELHOS TELEFONICOS;ROUBADO;ES;CARIACICA;CAMPO GRANDE;AVENIDA EXPEDIO GARCIA;VIA PUBLICA
51890551;28/07/2023;10:00:00;APARELHOS TELEFONICOS;ROUBADO;ES;LINHARES;CENTRO;NA RUA DA RODOVIARIA DE LINHARES;VIA PUBLICA
51890551;28/07/2023;10:00:00;VEICULO;ROUBADO;ES;LINHARES;CENTRO;NA RUA DA RODOVIARIA DE LINHARES;VIA PUBLICA
51890556;28/07/2023;03:00:00;VEICULO;FURTADO;ES;NOVA VENECIA;BEIRA RIO;RUA MATO GROSSO;RESIDÊNCIA
51891210;28/07/2023;12:10:00;APARELHOS TELEFONICOS;ROUBADO;ES;SERRA;PARQUE RESIDENCIAL LARANJEIRAS;BR 101;VIA PUBLICA
51891294;28/07/2023;17:00:00;APARELHOS TELEFONICOS;ROUBADO;ES;CARIACICA;SOTELANDIA;Sem InformaçAo;OUTRO LOCAL
51891812;28/07/2023;16:50:00;APARELHOS TELEFONICOS;ROUBADO;ES;CARIACICA;SOTELANDIA;Sem InformaçAo;VIA PUBLICA
51891886;28/07/2023;16:50:00;APARELHOS TELEFONICOS;ROUBADO;ES;CARIACICA;SOTELANDIA;Sem InformaçAo;VIA PUBLICA
51891894;28/07/2023;14:20:00;VEICULO;FURTADO;ES;VITORIA;ENSEADA DO SUA;AV NOSSA SENHORA DOS NAVEGANTES;VIA PUBLICA
51891969;28/07/2023;15:40:00;VEICULO;FURTADO;ES;SOORETAMA;SAYONARA;RUA CURUBICHA;VIA PUBLICA
51892325;28/07/2023;20:10:00;VEICULO;FURTADO;ES;GUARAPARI;CENTRO;RUA CACHOEIRO DE ITAPEMIRIM;RESIDÊNCIA
51892416;28/07/2023;12:00:00;APARELHOS TELEFONICOS;FURTADO;ES;CARIACICA;VASCO DA GAMA;RUA LEOPOLDINA;COMERCIO
51892513;28/07/2023;Indeterminada;APARELHOS TELEFONICOS;FURTADO;ES;SERRA;PARQUE RESIDENCIAL LARANJEIRAS;AV. CENTRAL;VIA PUBLICA
51893143;28/07/2023;18:00:00;APARELHOS TELEFONICOS;ROUBADO;ES;SERRA;CARAPINA;AV BRIGADEIRO EDUARDO GOMES;VIA PUBLICA
51893538;28/07/2023;21:20:00;APARELHOS TELEFONICOS;ROUBADO;ES;VITORIA;GOIABEIRAS;AVENIDA FERNANDO FERRARI;VIA PUBLICA
51893767;28/07/2023;16:00:00;VEICULO;FURTADO;ES;GUARAPARI;IPIRANGA;RUA CHACHOEIRO DE ITAPEMIRIM;RESIDÊNCIA
51894506;28/07/2023;23:00:00;VEICULO;FURTADO;ES;VILA VALERIO;ZONA RURAL;DISTRITO SAO JORGE DO BARRA SECA;VIA PUBLICA
51895623;28/07/2023;22:00:00;VEICULO;FURTADO;ES;VILA VELHA;MORRO DA LAGOA;RUA ALEXANDRINO ABREU;RESIDÊNCIA
51896033;28/07/2023;18:30:00;APARELHOS TELEFONICOS;ROUBADO;ES;SAO MATEUS;CENTRO;RUA DO MERCADO MUNICIPAL - LADO DA BOROTO;REPARTICAO PUBLICA
51896051;28/07/2023;20:00:00;APARELHOS TELEFONICOS;ROUBADO;ES;CARIACICA;CAMPO GRANDE;Sem InformaçAo;RESIDÊNCIA
51897056;28/07/2023;22:40:00;APARELHOS TELEFONICOS;ROUBADO;ES;VILA VELHA;ARACAS;RUA PORTO PRINCIPE;VIA PUBLICA
51897056;28/07/2023;22:40:00;VEICULO;ROUBADO;ES;VILA VELHA;ARACAS;RUA PORTO PRINCIPE;VIA PUBLICA
51897323;28/07/2023;20:40:00;APARELHOS TELEFONICOS;ROUBADO;ES;CACHOEIRO DE ITAPEMIRIM;COSTA E SILVA;RODOVIA LUIZ NEMER;VIA PUBLICA
51897323;28/07/2023;20:40:00;VEICULO;ROUBADO;ES;CACHOEIRO DE ITAPEMIRIM;COSTA E SILVA;RODOVIA LUIZ NEMER;VIA PUBLICA
51897716;28/07/2023;Indeterminada;APARELHOS TELEFONICOS;ROUBADO;ES;SERRA;NOVA CARAPINA I;Sem InformaçAo;VIA PUBLICA
51897865;28/07/2023;21:30:00;APARELHOS TELEFONICOS;ROUBADO;ES;CARIACICA;ITACIBA;Sem InformaçAo;VIA PUBLICA
51897865;28/07/2023;21:30:00;APARELHOS TELEFONICOS;ROUBADO;ES;CARIACICA;ITACIBA;Sem InformaçAo;VIA PUBLICA
51901020;28/07/2023;Indeterminada;APARELHOS TELEFONICOS;FURTADO;ES;SERRA;COLINA DE LARANJEIRAS;Sem InformaçAo;VIA PUBLICA
51901028;28/07/2023;09:47:00;APARELHOS TELEFONICOS;FURTADO;ES;GUARAPARI;CENTRO;Sem InformaçAo;COMERCIO
51901265;28/07/2023;16:30:00;VEICULO;FURTADO;ES;VILA VELHA;COBILANDIA;Sem InformaçAo;VIA PUBLICA
51905614;28/07/2023;21:00:00;VEICULO;FURTADO;ES;CARIACICA;CAMPO GRANDE;RUA CAFE FILHO;VIA PUBLICA
51905883;28/07/2023;Indeterminada;BICICLETA;FURTADO;ES;VILA VELHA;RESIDENCIAL COQUEIRAL;RUA MARILANDIA;RESIDÊNCIA
51906161;28/07/2023;00:05:00;APARELHOS TELEFONICOS;ROUBADO;ES;VILA VELHA;ARIBIRI;AVENIDA GERONIMO MONTEIRO;VEICULO
51908614;28/07/2023;01:32:00;BICICLETA;FURTADO;ES;VITORIA;BARRO VERMELHO;RUA JOSE LUIZ GABEIRA;RESIDÊNCIA
51910980;28/07/2023;20:30:00;APARELHOS TELEFONICOS;ROUBADO;ES;SAO MATEUS;CAICARAS;RUA MINAS GERAIS;VIA PUBLICA
51911273;28/07/2023;23:25:00;APARELHOS TELEFONICOS;FURTADO;ES;MIMOSO DO SUL;SAO PEDRO DE ITABAPOANA;Sem InformaçAo;REPARTICAO PUBLICA
51911702;28/07/2023;11:00:00;APARELHOS TELEFONICOS;FURTADO;ES;CARIACICA;ITACIBA;POSTO DE GASOLINA ANACLETO;VEICULO
51911887;28/07/2023;03:12:00;BICICLETA;FURTADO;ES;SERRA;REIS MAGOS;RUA ROMANA;RESIDÊNCIA
51912250;28/07/2023;12:18:00;APARELHOS TELEFONICOS;ROUBADO;ES;SERRA;CASTELANDIA;RUA HELIO VIANA;VIA PUBLICA
51913089;28/07/2023;10:00:00;APARELHOS TELEFONICOS;FURTADO;ES;CARIACICA;CAMPO GRANDE;ESPEDITO GARCIA;VIA PUBLICA
51913094;28/07/2023;21:00:00;APARELHOS TELEFONICOS;ROUBADO;ES;SERRA;PRAIA DE CARAPEBUS;RODOVIA S10;VIA PUBLICA
51913094;28/07/2023;21:00:00;VEICULO;ROUBADO;ES;SERRA;PRAIA DE CARAPEBUS;RODOVIA S10;VIA PUBLICA
51913503;28/07/2023;12:10:00;APARELHOS TELEFONICOS;ROUBADO;ES;CARIACICA;JARDIM AMERICA;AVENIDA MARIO GURGEL;OUTRO LOCAL
51914434;28/07/2023;16:00:00;APARELHOS TELEFONICOS;FURTADO;ES;CASTELO;SAO MIGUEL;RUA OTTO VIEIRA MACHADO;COMERCIO
51914839;28/07/2023;21:00:00;APARELHOS TELEFONICOS;ROUBADO;ES;SERRA;NOVA CARAPINA II;RUA ANTONIO DIAS;VIA PUBLICA
51914839;28/07/2023;21:00:00;APARELHOS TELEFONICOS;ROUBADO;ES;SERRA;NOVA CARAPINA II;RUA ANTONIO DIAS;VIA PUBLICA
51920494;28/07/2023;14:30:00;APARELHOS TELEFONICOS;FURTADO;ES;VILA VELHA;ATAIDE;ESTRADA DE CAPUABA;COMERCIO
51920743;28/07/2023;09:00:00;APARELHOS TELEFONICOS;FURTADO;ES;VITORIA;JARDIM CAMBURI;RUA MARIA AUXILIADORA G SALOMAO;VIA PUBLICA
51921428;28/07/2023;22:00:00;APARELHOS TELEFONICOS;FURTADO;ES;DOMINGOS MARTINS;CENTRO;Sem InformaçAo;RESIDÊNCIA
51921636;28/07/2023;05:18:00;APARELHOS TELEFONICOS;ROUBADO;ES;SERRA;JARDIM BELA VISTA;RUA SANTA MARIA;VIA PUBLICA
51931261;28/07/2023;00:00:00;VEICULO;FURTADO;ES;GUARAPARI;ELZA NADER;RUA MARLENE VIANA;VIA PUBLICA
51938874;28/07/2023;21:00:00;BICICLETA;ROUBADO;ES;VILA VELHA;COQUEIRAL DE ITAPARICA;PRAÇA VEREADOR CIBIEN;VIA PUBLICA
51972939;28/07/2023;12:00:00;BICICLETA;FURTADO;ES;VILA VELHA;PRAIA DA COSTA;RUA CONSTRUTOR SOARES DE SOUZA;VIA PUBLICA
52002118;28/07/2023;14:30:00;APARELHOS TELEFONICOS;ROUBADO;ES;SERRA;CARAPINA I;RUA QUINTINO NASCIMENTO;OUTRO LOCAL
52065289;28/07/2023;11:00:00;APARELHOS TELEFONICOS;FURTADO;ES;SERRA;PARQUE RESIDENCIAL LARANJEIRAS;AV. CENTRAL, 440 PARQUE RESIDENCIAL LARANJEIRAS - SERRA - ES;AGÊNCIA BANCARIA
52093059;28/07/2023;05:00:00;APARELHOS TELEFONICOS;FURTADO;ES;SERRA;JARDIM LIMOEIRO;AV. BRG. EDUARDO GOMES,;VIA PUBLICA
52159979;28/07/2023;10:40:00;APARELHOS TELEFONICOS;ROUBADO;ES;VILA VELHA;DIVINO ESPIRITO SANTO;Sem InformaçAo;VIA PUBLICA
51895388;29/07/2023;02:00:00;BICICLETA;FURTADO;ES;COLATINA;COLATINA VELHA;RUA PEDRO EPICHIN;RESIDÊNCIA
51895683;29/07/2023;06:40:00;VEICULO;ROUBADO;ES;ANCHIETA;BELO HORIZONTE;Sem InformaçAo;RODOVIA ESTADUAL
51895950;29/07/2023;09:28:00;APARELHOS TELEFONICOS;ROUBADO;ES;LINHARES;PLANALTO;AV JOSE FRANCISCO CARMINATTI BACHETTI;VIA PUBLICA
51896028;29/07/2023;09:38:00;APARELHOS TELEFONICOS;ROUBADO;ES;LINHARES;CANIVETE;CLIMERO ROGUIGUES PEREIRA;OUTRO LOCAL
51896028;29/07/2023;09:38:00;VEICULO;ROUBADO;ES;LINHARES;CANIVETE;CLIMERO ROGUIGUES PEREIRA;OUTRO LOCAL
51896117;29/07/2023;04:00:00;VEICULO;ROUBADO;ES;CACHOEIRO DE ITAPEMIRIM;BNH;ENGENHEIRO FABIANO VIVACQUA;VIA PUBLICA
51896818;29/07/2023;08:50:00;VEICULO;ROUBADO;ES;LINHARES;PLANALTO;Sem InformaçAo;VIA PUBLICA
51897095;29/07/2023;09:30:00;APARELHOS TELEFONICOS;ROUBADO;ES;LINHARES;ZONA RURAL;CORREGO DO ARROZ/ESTRADA CANIVETE;VIA PUBLICA
51897284;29/07/2023;02:00:00;APARELHOS TELEFONICOS;FURTADO;ES;AGUIA BRANCA;OUTRO LOCAL;RUA PRINCIPAL;CASA DE SHOW/EVENTOS
51897356;29/07/2023;11:30:00;VEICULO;FURTADO;ES;VILA VELHA;GLORIA;RUA DOUTOR MOACIR VELOSO;VIA PUBLICA
51897484;29/07/2023;Indeterminada;APARELHOS TELEFONICOS;ROUBADO;ES;SERRA;PARQUE RESIDENCIAL LARANJEIRAS;Sem InformaçAo;VIA PUBLICA
51897968;29/07/2023;02:10:00;APARELHOS TELEFONICOS;ROUBADO;ES;CACHOEIRO DE ITAPEMIRIM;BNH;RODOVIA BR 482;VIA PUBLICA
51898217;29/07/2023;10:00:00;VEICULO;FURTADO;ES;VILA VELHA;ALVORADA;RUA MANAIRA;RESIDÊNCIA
51898958;29/07/2023;14:30:00;APARELHOS TELEFONICOS;FURTADO;ES;CARIACICA;BELA AURORA;Sem InformaçAo;OUTRO LOCAL
51899048;29/07/2023;14:00:00;APARELHOS TELEFONICOS;ROUBADO;ES;VILA VELHA;RIO MARINHO;RUA DEMETRIO RIBEIRO;VIA PUBLICA
51899048;29/07/2023;14:00:00;VEICULO;ROUBADO;ES;VILA VELHA;RIO MARINHO;RUA DEMETRIO RIBEIRO;VIA PUBLICA
51899189;29/07/2023;16:39:00;VEICULO;ROUBADO;ES;SAO MATEUS;NESTOR GOMES;RODOVIA MIGUEL CURY CARNEIRO;VIA PUBLICA
51899899;29/07/2023;15:00:00;APARELHOS TELEFONICOS;ROUBADO;ES;SAO MATEUS;URUSSUQUARA;Sem InformaçAo;VIA PUBLICA
51899899;29/07/2023;15:00:00;APARELHOS TELEFONICOS;ROUBADO;ES;SAO MATEUS;URUSSUQUARA;Sem InformaçAo;VIA PUBLICA
51899899;29/07/2023;15:00:00;VEICULO;ROUBADO;ES;SAO MATEUS;URUSSUQUARA;Sem InformaçAo;VIA PUBLICA
51899923;29/07/2023;Indeterminada;VEICULO;FURTADO;ES;SERRA;CHACARA PARREIRAL;RUA GUIMARAES ROSA;VIA PUBLICA
51900182;29/07/2023;15:40:00;APARELHOS TELEFONICOS;FURTADO;ES;CARIACICA;ITAQUARI;Sem InformaçAo;VEICULO
51900339;29/07/2023;Indeterminada;APARELHOS TELEFONICOS;FURTADO;ES;SERRA;MARBELLA;RUA PORTUGUAL;RESIDÊNCIA
51900339;29/07/2023;Indeterminada;APARELHOS TELEFONICOS;FURTADO;ES;SERRA;MARBELLA;RUA PORTUGUAL;RESIDÊNCIA
51900339;29/07/2023;Indeterminada;VEICULO;ROUBADO;ES;SERRA;MARBELLA;RUA PORTUGUAL;RESIDÊNCIA
51900862;29/07/2023;04:00:00;APARELHOS TELEFONICOS;FURTADO;ES;CACHOEIRO DE ITAPEMIRIM;INDEPENDENCIA;DOM PORTINHO DE MELO;COMERCIO
51900862;29/07/2023;04:00:00;APARELHOS TELEFONICOS;FURTADO;ES;CACHOEIRO DE ITAPEMIRIM;INDEPENDENCIA;DOM PORTINHO DE MELO;COMERCIO
51900880;29/07/2023;19:15:00;VEICULO;ROUBADO;ES;CARIACICA;CAMPO GRANDE;Sem InformaçAo;VIA PUBLICA
51901349;29/07/2023;Indeterminada;VEICULO;FURTADO;ES;SERRA;MANOEL PLAZA;AV NORTE SUL Q47;VIA PUBLICA
51901369;29/07/2023;20:20:00;APARELHOS TELEFONICOS;ROUBADO;ES;CARIACICA;RIO BRANCO;RUA CURITIBA;VIA PUBLICA
51901369;29/07/2023;20:20:00;VEICULO;ROUBADO;ES;CARIACICA;RIO BRANCO;RUA CURITIBA;VIA PUBLICA
51901697;29/07/2023;21:39:00;VEICULO;FURTADO;ES;SANTA MARIA DE JETIBA;CENTRO;RUA HERMAN MIERTSCHINK;VIA PUBLICA
51904232;29/07/2023;20:45:00;BICICLETA;FURTADO;ES;VITORIA;JARDIM CAMBURI;AV AUGUSTO EMILIO ESTELITA LINS;VEICULO
51904267;29/07/2023;21:00:00;APARELHOS TELEFONICOS;ROUBADO;ES;SERRA;JARDIM LIMOEIRO;AV  S10;VIA PUBLICA
51904267;29/07/2023;21:00:00;VEICULO;ROUBADO;ES;SERRA;JARDIM LIMOEIRO;AV  S10;VIA PUBLICA
51904892;29/07/2023;18:00:00;APARELHOS TELEFONICOS;FURTADO;ES;MARATAIZES;CENTRO;PEDRO MOURA;VIA PUBLICA
