Nº OCORRENCIA;DATA DO FATO;HORA DO FATO;GRUPO DE INCIDENTE;TIPO DE INCIDENTE;UF;MUNICIPIO;BAIRRO;TIPO LOCAL
52449366;29/09/2023;07:14:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;VILA VELHA;NOVA AMERICA;Curso D'Agua
52456960;30/09/2023;08:24:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;CONCEICAO DA BARRA;CENTRO;Estabelecimento Comercial
52457026;30/09/2023;00:28:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;MANTENOPOLIS;CENTRO;Via PUblica
52467372;01/10/2023;07:20:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;JAGUARE;BARRA SECA;DomicIlio
52468547;01/10/2023;00:25:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;LINHARES;JUPARANA;Via PUblica
52468295;01/10/2023;10:07:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;SAO ROQUE DO CANAA;CENTRO;Via PUblica
52467205;01/10/2023;05:42:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;SERRA;MORADA DE LARANJEIRAS;Via PUblica
52471419;01/10/2023;18:00:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;VILA VALERIO;BOA VISTA;Estabelecimento Comercial
52470310;01/10/2023;15:32:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;VILA VELHA;DIVINO ESPIRITO SANTO;Via PUblica
52482714;03/10/2023;02:14:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;LINHARES;SAO JOSE;Via PUblica
52482714;03/10/2023;02:14:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;LINHARES;SAO JOSE;Via PUblica
52494645;04/10/2023;13:43:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;VITORIA;CENTRO;DomicIlio
52490803;04/10/2023;00:07:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;VITORIA;ROMAO;Via PUblica
52504551;05/10/2023;14:40:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;JAGUARE;FATIMA;Terreno Baldio / ConstruCAo / Mata
52500679;05/10/2023;06:43:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;LINHARES;AVISO;Via PUblica
52500200;05/10/2023;02:49:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;SERRA;NOVA CARAPINA II;DomicIlio
52502795;05/10/2023;11:29:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;VITORIA;ITARARE;Via PUblica
52515294;06/10/2023;17:27:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;CACHOEIRO DE ITAPEMIRIM;ZONA RURAL;Unidade Prisional
52509724;06/10/2023;05:32:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;LINHARES;BEBEDOURO;DomicIlio
52516975;06/10/2023;20:17:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;VILA PAVAO;ZONA RURAL;DomicIlio
52516975;06/10/2023;20:17:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;VILA PAVAO;ZONA RURAL;DomicIlio
52529088;07/10/2023;23:14:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;GUARAPARI;PRAIA DO MORRO;Via PUblica
52524052;07/10/2023;14:19:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;JAGUARE;FATIMA;Via PUblica
52522715;07/10/2023;11:43:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;LINHARES;BEBEDOURO;DomicIlio
52520332;07/10/2023;04:45:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;PANCAS;ZONA RURAL;DomicIlio
52519149;07/10/2023;00:22:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;VIANA;ARLINDO ANGELO VILLASCHI;Via PUblica
52535347;08/10/2023;16:55:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;CARIACICA;NOVA VALVERDE;DomicIlio
52532899;08/10/2023;12:09:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;LINHARES;LINHARES V;DomicIlio
52530393;08/10/2023;02:42:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;VITORIA;CRUZAMENTO;Via PUblica
52530393;08/10/2023;02:42:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;VITORIA;CRUZAMENTO;Via PUblica
52541311;09/10/2023;10:43:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;JAGUARE;SEAC;DomicIlio
52550359;09/10/2023;13:40:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;VIANA;CABRAL;Unidade Prisional
52544649;09/10/2023;16:28:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;VILA VELHA;VALE ENCANTADO;Via PUblica
52548746;10/10/2023;01:59:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;SAO GABRIEL DA PALHA;GLORIA;Via PUblica
52556678;10/10/2023;20:26:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;VILA VELHA;SANTA MONICA;Via PUblica
52552140;10/10/2023;12:06:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;VITORIA;ITARARE;Via PUblica
52560750;11/10/2023;10:52:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;CACHOEIRO DE ITAPEMIRIM;DOUTOR GILSON CARONE;Via PUblica
52491893;11/10/2023;10:27:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;GUACUI;BALANCA;Via PUblica
52558037;11/10/2023;00:58:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;VILA VELHA;JOCKEY DE ITAPARICA;Via PUblica
52580454;13/10/2023;13:53:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;CARIACICA;FLEXAL I;Via PUblica
52584657;13/10/2023;22:05:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;SAO MATEUS;CENTRO;Via PUblica
52577213;13/10/2023;02:27:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;VITORIA;SANTO ANTONIO;Via PUblica
52592289;14/10/2023;19:54:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;SERRA;SERRA DOURADA III;Estabelecimento Comercial
52597309;15/10/2023;12:44:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;CARIACICA;PORTO DE SANTANA;Via PUblica
52597309;15/10/2023;12:44:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;CARIACICA;PORTO DE SANTANA;Via PUblica
52599214;15/10/2023;17:24:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;IBIRACU;CAMPAGNARO;DomicIlio
52608662;15/10/2023;18:14:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;SANTA MARIA DE JETIBA;SANTA LUZIA DO RECREIO;Via PUblica
52600256;15/10/2023;19:33:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;SERRA;CAMPINHO DA SERRA I;Terreno Baldio / ConstruCAo / Mata
52602044;16/10/2023;01:07:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;CARIACICA;BANDEIRANTES;Via PUblica
52603913;16/10/2023;09:59:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;VITORIA;MARUIPE;Via PUblica
52611524;17/10/2023;01:46:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;ITAPEMIRIM;JARDIM PAULISTA;Via PUblica
52611266;17/10/2023;07:57:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;JAGUARE;SAO ROQUE;DomicIlio
52621136;18/10/2023;06:28:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;CACHOEIRO DE ITAPEMIRIM;MONTE CRISTO;DomicIlio
52625440;18/10/2023;15:45:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;LINHARES;SANTA CRUZ;Via PUblica
52623712;18/10/2023;12:25:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;RIO BANANAL;SAO SEBASTIAO;DomicIlio
52623253;18/10/2023;11:34:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;SERRA;LAGOA DE CARAPEBUS;Lago / Lagoa / Represa
52621525;18/10/2023;08:02:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;VILA VELHA;JARDIM MARILANDIA;DomicIlio
52639243;20/10/2023;04:08:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;IRUPI;ZONA RURAL;Via PUblica
52646563;20/10/2023;21:09:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;LINHARES;CENTRO;Via PUblica
52647741;20/10/2023;23:53:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;SAO MATEUS;LIBERDADE;Via PUblica
52645202;20/10/2023;18:35:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;SERRA;VILA NOVA DE COLARES;Via PUblica
52647208;20/10/2023;22:40:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;VITORIA;ILHA DE SANTA MARIA;PraCa / Parques / Area PUblica
52659487;22/10/2023;15:15:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;VITORIA;BONFIM;Via PUblica
52674161;23/10/2023;22:56:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;CARIACICA;CARIACICA SEDE;DomicIlio
52674161;23/10/2023;22:56:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;CARIACICA;CARIACICA SEDE;DomicIlio
52677723;24/10/2023;12:07:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;VILA VELHA;JOAO GOULART;Via PUblica
52686367;25/10/2023;11:22:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;MARATAIZES;ZONA RURAL;Via PUblica
52684004;25/10/2023;05:12:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;VILA VELHA;DARLY SANTOS;Via PUblica
52684543;25/10/2023;07:46:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;VILA VELHA;TERRA VERMELHA;Via PUblica
52688250;25/10/2023;14:54:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;VITORIA;SAO PEDRO;Via PUblica
52700226;26/10/2023;20:28:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;SAO MATEUS;GURIRI;Via PUblica
52692559;26/10/2023;01:04:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;SERRA;BAIRRO DAS LARANJEIRAS;Via PUblica
52700559;26/10/2023;21:22:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;VILA VELHA;RIO MARINHO;Via PUblica
52694181;26/10/2023;09:33:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;VILA VELHA;SANTA RITA;Via PUblica
52710916;27/10/2023;22:45:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;JERONIMO MONTEIRO;SANTO ANTONIO;Via PUblica
52702790;27/10/2023;07:03:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;MUNIZ FREIRE;FORTALEZA;Terreno Baldio / ConstruCAo / Mata
52706926;27/10/2023;15:29:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;VITORIA;RESISTENCIA;DomicIlio
52723714;28/10/2023;15:15:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;SANTA MARIA DE JETIBA;ALTO RIO NOVO;Terreno Baldio / ConstruCAo / Mata
52720220;28/10/2023;21:04:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;SAO ROQUE DO CANAA;SAO ROQUINHO;Templos Religiosos
52712368;28/10/2023;01:20:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;SERRA;DIVINOPOLIS;Via PUblica
52729900;29/10/2023;20:28:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;BOA ESPERANCA;BOA MIRA;Via PUblica
52730026;29/10/2023;20:56:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;CARIACICA;FLEXAL I;Via PUblica
52728681;29/10/2023;18:21:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;CONCEICAO DA BARRA;CENTRO;Via PUblica
52722978;29/10/2023;03:37:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;LINHARES;LAGOA AGUIAR;DomicIlio
52727285;29/10/2023;15:46:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;LINHARES;SHELL;DomicIlio
52721710;29/10/2023;00:01:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;VILA VELHA;JABURUNA;DomicIlio
52724897;29/10/2023;09:58:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;VITORIA;GOIABEIRAS;Terreno Baldio / ConstruCAo / Mata
52732260;30/10/2023;05:38:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;CARIACICA;CACAROCA;Via PUblica
52740614;30/10/2023;22:41:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;CARIACICA;SOTELANDIA;Via PUblica
52735393;30/10/2023;12:26:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;SAO MATEUS;NOVA AIMORES;Outros Locais
52731890;30/10/2023;02:20:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;VITORIA;CENTRO;Via PUblica
52744257;31/10/2023;11:22:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;VILA VELHA;SOTECO;Via PUblica
52759705;01/11/2023;22:34:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;LINHARES;DESENGANO;DomicIlio
52692885;01/11/2023;10:44:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;VITORIA;MARIA ORTIZ;Via PUblica
52768871;02/11/2023;23:03:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;SERRA;BELVEDERE;Estabelecimento Comercial
52769965;03/11/2023;05:08:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;CARIACICA;NOVA CAMPO GRANDE;Via PUblica
52771537;03/11/2023;10:43:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;CARIACICA;PADRE GABRIEL;DomicIlio
52769217;03/11/2023;00:03:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;SAO MATEUS;FAZENDA PAULSITA;DomicIlio
52770052;03/11/2023;05:32:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;SAO MATEUS;LIBERDADE;Via PUblica
52782155;04/11/2023;13:48:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;CACHOEIRO DE ITAPEMIRIM;VILLAGE DA LUZ;DomicIlio
52803982;04/11/2023;19:50:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;CARIACICA;ALTO LAGE;Via PUblica
52776715;04/11/2023;00:01:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;LINHARES;AVISO;Via PUblica
52781118;04/11/2023;11:41:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;VILA VELHA;ILHA DA CONCEICAO;Via PUblica
52781118;04/11/2023;11:41:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;VILA VELHA;ILHA DA CONCEICAO;Via PUblica
52793486;05/11/2023;19:46:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;LINHARES;BEBEDOURO;Via PUblica
52791725;05/11/2023;13:22:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;SANTA MARIA DE JETIBA;ALTO SAO SEBASTIAO;Via PUblica
52791927;05/11/2023;16:17:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;SERRA;RESIDENCIAL JACARAIPE;Via PUblica
52791927;05/11/2023;16:17:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;SERRA;RESIDENCIAL JACARAIPE;Via PUblica
52803355;06/11/2023;21:01:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;LINHARES;CENTRO;Via PUblica
52803463;06/11/2023;21:13:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;LINHARES;NOVO HORIZONTE;DomicIlio
52802766;06/11/2023;19:38:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;PEDRO CANARIO;EXPLANADA;Via PUblica
52796048;06/11/2023;06:33:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;VILA PAVAO;ZONA RURAL;Terreno Baldio / ConstruCAo / Mata
52809449;07/11/2023;15:25:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;LINHARES;ZONA RURAL;Terreno Baldio / ConstruCAo / Mata
52813497;08/11/2023;03:15:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;VITORIA;SAO PEDRO;DomicIlio
52822014;09/11/2023;23:56:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;GUACUI;SAO PEDRO DE RATES;DomicIlio
52841114;10/11/2023;18:57:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;VITORIA;CONQUISTA;Via PUblica
52849735;11/11/2023;23:28:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;BARRA DE SAO FRANCISCO;COLINA;Via PUblica
52846172;11/11/2023;17:17:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;MARATAIZES;PRAIA DO CACÕES;DomicIlio
52841167;11/11/2023;05:22:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;SAO MATEUS;BOM SUCESSO;DomicIlio
52841695;11/11/2023;08:07:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;SERRA;CASTELANDIA;Via PUblica
52853628;12/11/2023;11:30:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;CARIACICA;NOVA ROSA DA PENHA;Via PUblica
52853158;12/11/2023;10:25:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;COLATINA;AYRTON SENNA;Via PUblica
52853729;12/11/2023;11:43:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;PEDRO CANARIO;CRISTAL DO NORTE;DomicIlio
52857842;12/11/2023;19:04:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;SERRA;PARQUE RESIDENCIAL TUBARAO;Via PUblica
52858972;12/11/2023;21:29:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;VITORIA;JARDIM DA PENHA;Via PUblica
52860850;13/11/2023;07:01:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;COLATINA;HONORIO FRAGA;DomicIlio
52870088;14/11/2023;00:08:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;ARACRUZ;SEGATO;DomicIlio
52872635;14/11/2023;10:17:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;CARIACICA;APARECIDA;Via PUblica
52872783;14/11/2023;10:25:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;CARIACICA;BUBU;Terreno Baldio / ConstruCAo / Mata
52872783;14/11/2023;10:25:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;CARIACICA;BUBU;Terreno Baldio / ConstruCAo / Mata
52870706;14/11/2023;05:19:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;CARIACICA;NOVA ROSA DA PENHA;Via PUblica
52881169;15/11/2023;03:55:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;AFONSO CLAUDIO;CENTRO;Via PUblica
52888577;15/11/2023;22:03:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;COLATINA;CACHOEIRA DO ONZE;Via PUblica
52885988;15/11/2023;16:53:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;VITORIA;BAIRRO DA PENHA;Via PUblica
52890859;16/11/2023;08:28:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;CACHOEIRO DE ITAPEMIRIM;BOA VISTA;Terreno Baldio / ConstruCAo / Mata
52890221;16/11/2023;06:15:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;CARIACICA;NOVA CAMPO GRANDE;Via PUblica
52889839;16/11/2023;02:50:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;VILA VELHA;NOVO MEXICO;DomicIlio
52899958;17/11/2023;04:57:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;ECOPORANGA;VILA NOVA;Via PUblica
52908755;17/11/2023;22:37:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;SAO MATEUS;GURIRI;DomicIlio
52918673;18/11/2023;20:20:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;CARIACICA;BANDEIRANTES;PraCa / Parques / Area PUblica
52910182;18/11/2023;02:56:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;GUARAPARI;BELA VISTA;Via PUblica
52909464;18/11/2023;00:15:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;LINHARES;NOVA ESPERANCA;Via PUblica
52916937;18/11/2023;19:29:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;SOORETAMA;CENTRO;Via PUblica
52818479;19/11/2023;00:09:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;SERRA;ZONA RURAL;Unidade Prisional
52928650;19/11/2023;23:41:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;VITORIA;GRANDE VITORIA;Estabelecimento Comercial
