Nº OCORRENCIA;DATA DO FATO;HORA DO FATO;GRUPO DE INCIDENTE;TIPO DE INCIDENTE;UF;MUNICIPIO;BAIRRO;TIPO LOCAL
50746148;02/04/2023;17:31:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;ITAPEMIRIM;JOACIMA;DomicIlio
50748339;03/04/2023;01:15:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;BARRA DE SAO FRANCISCO;ZONA RURAL;Estabelecimento Comercial
50757694;03/04/2023;21:03:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;LINHARES;ZONA RURAL;Via PUblica
50753760;03/04/2023;14:11:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;SOORETAMA;SAYONARA;DomicIlio
50773303;05/04/2023;14:27:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;JAGUARE;SAO ROQUE;Outros Locais
50778095;05/04/2023;23:09:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;NOVA VENECIA;SANTA LUZIA;Via PUblica
50768528;05/04/2023;06:34:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;VILA VELHA;ZUMBI DOS PALMARES;Via PUblica
50787791;06/04/2023;23:44:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;LINHARES;PLANALTO;Via PUblica
50780361;06/04/2023;09:51:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;MONTANHA;ZONA RURAL;Terreno Baldio / ConstruCAo / Mata
50787348;06/04/2023;22:58:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;SERRA;ANDRE CARLONI;PraCa / Parques / Area PUblica
50790411;07/04/2023;10:49:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;VILA VELHA;ATAIDE;Terreno Baldio / ConstruCAo / Mata
50799381;08/04/2023;08:18:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;SERRA;CAMPINHO DA SERRA I;Terreno Baldio / ConstruCAo / Mata
50799166;08/04/2023;07:38:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;SERRA;CIVIT II;Via PUblica
50799417;08/04/2023;08:29:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;SERRA;COLINA DE LARANJEIRAS;Via PUblica
50798642;08/04/2023;04:36:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;VILA VELHA;ALECRIM;Via PUblica
50811533;09/04/2023;13:08:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;GUARAPARI;ZONA RURAL;Via PUblica
50807449;09/04/2023;00:06:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;IBITIRAMA;ZONA RURAL;DomicIlio
50810080;09/04/2023;09:47:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;MARATAIZES;ZONA RURAL;Terreno Baldio / ConstruCAo / Mata
50815935;09/04/2023;22:00:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;NOVA VENECIA;SAO CRISTOVAO;DomicIlio
50824023;10/04/2023;16:15:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;ARACRUZ;SAO CLEMENTE;Via PUblica
50817146;10/04/2023;02:16:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;MARECHAL FLORIANO;CENTRO;Estabelecimento Comercial
50816857;10/04/2023;00:27:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;SAO GABRIEL DA PALHA;SANTA CECILIA;Via PUblica
50821911;10/04/2023;14:02:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;VILA VELHA;SANTA RITA;Via PUblica
50830911;11/04/2023;10:52:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;ECOPORANGA;AGUA BRANCA;DomicIlio
50842296;12/04/2023;13:25:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;JAGUARE;BARRA SECA VELHA;Outros Locais
50839015;12/04/2023;08:15:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;SERRA;FEU ROSA;Curso D'Agua
50848626;13/04/2023;06:15:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;COLATINA;BELA VISTA;Via PUblica
50863019;14/04/2023;12:50:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;VILA VELHA;SANTA MONICA;Estabelecimento Comercial
50870861;15/04/2023;04:19:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;SANTA LEOPOLDINA;CENTRO;Via PUblica
50870661;15/04/2023;02:48:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;VITORIA;MARIA ORTIZ;DomicIlio
50881004;16/04/2023;02:38:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;SERRA;NOVA CARAPINA II;Via PUblica
50881184;16/04/2023;03:32:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;VILA VELHA;ULISSES GUIMARAES;Via PUblica
50881184;16/04/2023;03:32:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;VILA VELHA;ULISSES GUIMARAES;Via PUblica
50880797;16/04/2023;01:37:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;VITORIA;MARIO CYPRESTE;Estabelecimento Comercial
50892025;17/04/2023;12:05:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;ARACRUZ;BELA VISTA;Via PUblica
50896173;17/04/2023;20:03:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;VILA VELHA;RIO MARINHO;Via PUblica
50889559;17/04/2023;03:02:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;VITORIA;JARDIM CAMBURI;DomicIlio
51270815;18/04/2023;22:25:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;BOA ESPERANCA;ZONA RURAL;DomicIlio
50908946;18/04/2023;23:28:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;CARIACICA;SAO FRANCISCO;Via PUblica
50908946;18/04/2023;23:28:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;CARIACICA;SAO FRANCISCO;Via PUblica
50903840;18/04/2023;15:03:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;SAO MATEUS;SANTA ROSA DE LIMA;Outros Locais
50909789;19/04/2023;05:29:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;CARIACICA;SAO FRANCISCO;Terreno Baldio / ConstruCAo / Mata
50919030;19/04/2023;21:30:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;COLATINA;SANTO ANTONIO;Via PUblica
50909129;19/04/2023;00:04:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;SERRA;JARDIM ATLANTICO;Estabelecimento Comercial
50911764;19/04/2023;10:31:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;SERRA;VILA NOVA DE COLARES;Via PUblica
50911315;19/04/2023;07:35:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;VILA VELHA;BARRAMARES;Via PUblica
50919709;19/04/2023;23:53:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;VITORIA;MARIA ORTIZ;Via PUblica
50920022;20/04/2023;00:33:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;ALEGRE;ZONA RURAL;Via PUblica
50934287;21/04/2023;13:55:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;JAGUARE;SAO ROQUE;Via PUblica
50939881;21/04/2023;23:17:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;VILA VELHA;BARRAMARES;Via PUblica
50930478;21/04/2023;00:23:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;VITORIA;CENTRO;Via PUblica
50934570;21/04/2023;14:34:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;VITORIA;DA PENHA;Via PUblica
50931337;21/04/2023;05:54:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;VITORIA;SANTO ANTONIO;Via PUblica
50931337;21/04/2023;05:54:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;VITORIA;SANTO ANTONIO;Via PUblica
50943170;22/04/2023;13:08:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;COLATINA;SANTO ANTONIO;Via PUblica
50943197;22/04/2023;13:14:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;VILA VELHA;ULISSES GUIMARAES;Via PUblica
50954688;23/04/2023;19:09:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;AGUA DOCE DO NORTE;CENTRO;Via PUblica
50955144;23/04/2023;20:13:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;VILA VALERIO;NOSSA SENHROA DA PENHA;Via PUblica
50952927;23/04/2023;15:24:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;VILA VELHA;ATAIDE;Via PUblica
50950053;23/04/2023;07:40:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;VITORIA;BELA VISTA;Via PUblica
50971069;25/04/2023;14:36:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;CARIACICA;SANTANA;Estabelecimento Comercial
50975615;26/04/2023;01:41:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;LINHARES;RIO QUARTEL;DomicIlio
50994097;27/04/2023;22:10:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;ARACRUZ;NOVA CONQUISTA;Ignorado
50990834;27/04/2023;14:55:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;CONCEICAO DA BARRA;VILA DOS PESCADORES;DomicIlio
50986489;27/04/2023;07:38:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;IBATIBA;ZONA RURAL;Via PUblica
50991914;27/04/2023;16:39:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;PRESIDENTE KENNEDY;SAO PAULO;Via PUblica
50991819;27/04/2023;16:31:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;SERRA;BAIRRO DAS LARANJEIRAS;Via PUblica
50994469;27/04/2023;21:17:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;VILA PAVAO;NOVA MUNIQUE;DomicIlio
51003364;28/04/2023;19:03:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;BREJETUBA;ZONA RURAL;Via PUblica
50997027;28/04/2023;08:49:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;VIANA;ZONA RURAL;DomicIlio
51014331;29/04/2023;20:14:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;ITAPEMIRIM;ITAOCA;Via PUblica
51008933;29/04/2023;08:25:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;SOORETAMA;RESERVA DA VALE;Via PUblica
51017284;30/04/2023;01:00:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;BAIXO GUANDU;IBITUBA;PraCa / Parques / Area PUblica
51017389;30/04/2023;01:17:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;BARRA DE SAO FRANCISCO;MONTE SENIR;DomicIlio
51021438;30/04/2023;14:47:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;CARIACICA;NOVA VALVERDE;DomicIlio
51017479;30/04/2023;01:42:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;CARIACICA;VILA PRUDENCIO;Via PUblica
51018995;30/04/2023;09:54:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;IRUPI;AVENTUREIRO;Via PUblica
51018559;30/04/2023;07:33:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;VILA VELHA;ARACAS;Via PUblica
51028170;01/05/2023;10:51:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;BREJETUBA;ZONA RURAL;DomicIlio
51026673;01/05/2023;03:32:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;CARIACICA;SANTANA;Via PUblica
51029764;01/05/2023;14:44:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;LINHARES;NOVA ESPERANCA;Estabelecimento Comercial
51028561;01/05/2023;12:04:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;VILA VELHA;ATAIDE;Terreno Baldio / ConstruCAo / Mata
51021225;02/05/2023;12:43:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;CARIACICA;NOVA ESPERANCA;Via PUblica
51044597;03/05/2023;09:10:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;LINHARES;SANTA CRUZ;Terreno Baldio / ConstruCAo / Mata
51052101;03/05/2023;20:45:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;SOORETAMA;CENTRO;DomicIlio
51051743;03/05/2023;19:18:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;VILA VELHA;JARDIM MARILANDIA;Via PUblica
51057777;04/05/2023;14:26:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;ITAPEMIRIM;LIMAO;Estabelecimento Comercial
51056224;04/05/2023;10:47:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;IUNA;PITO;DomicIlio
51066497;04/05/2023;22:52:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;MARATAIZES;BARRA DE ITAPEMIRIM;Via PUblica
51073103;05/05/2023;20:03:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;SAO MATEUS;ZONA RURAL;Terreno Baldio / ConstruCAo / Mata
51190730;06/05/2023;18:38:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;CARIACICA;CAMPO BELO;Via PUblica
51076743;06/05/2023;05:58:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;CARIACICA;JARDIM AMERICA;Via PUblica
51076486;06/05/2023;03:31:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;LINHARES;CANIVETE;DomicIlio
51083492;06/05/2023;20:09:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;VILA VELHA;DOM JOAO BATISTA;Via PUblica
51083492;06/05/2023;20:07:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;VILA VELHA;DOM JOAO BATISTA;Via PUblica
51074653;07/05/2023;06:20:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;BAIXO GUANDU;VALPARAISO;Estabelecimento Comercial
51094655;07/05/2023;23:19:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;BARRA DE SAO FRANCISCO;ZONA RURAL;Via PUblica
51089666;07/05/2023;17:07:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;CACHOEIRO DE ITAPEMIRIM;VILAGE DA LUZ;DomicIlio
51089553;07/05/2023;13:19:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;CARIACICA;PADRE GABRIEL;Terreno Baldio / ConstruCAo / Mata
51087823;07/05/2023;08:48:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;FUNDAO;TRES BARRAS;Curso D'Agua
51092839;07/05/2023;19:15:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;SAO MATEUS;AROEIRA;Via PUblica
51087773;07/05/2023;07:45:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;SERRA;PLANALTO SERRANO;Via PUblica
51504425;08/05/2023;20:42:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;CARIACICA;ITACIBA;Via PUblica
51101006;08/05/2023;15:27:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;LINHARES;BEBEDOURO;Via PUblica
51115528;09/05/2023;22:53:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;SAO GABRIEL DA PALHA;AIMORES;Via PUblica
51114706;09/05/2023;20:38:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;SOORETAMA;SALVADOR;DomicIlio
51115953;09/05/2023;23:23:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;SOORETAMA;SALVADOR;DomicIlio
51120101;10/05/2023;13:09:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;CARIACICA;PLANETA;Terreno Baldio / ConstruCAo / Mata
51120254;10/05/2023;14:23:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;LINHARES;POVOACAO;Terreno Baldio / ConstruCAo / Mata
51121836;10/05/2023;15:45:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;MARATAIZES;CIDADE NOVA;DomicIlio
51116995;10/05/2023;07:39:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;VILA VELHA;SAO CONRADO;Curso D'Agua
51120115;10/05/2023;15:50:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;VILA VELHA;VALE ENCANTADO;Via PUblica
51135833;11/05/2023;22:22:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;CARIACICA;SANTO ANTONIO;Estabelecimento Comercial
51126682;11/05/2023;04:51:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;NOVA VENECIA;ZONA RURAL;DomicIlio
51139230;12/05/2023;13:50:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;CARIACICA;ITACIBA;Via PUblica
51153874;13/05/2023;19:18:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;VILA VALERIO;NOSSA SENHORA DA PENHA;Via PUblica
51150604;13/05/2023;12:29:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;VILA VELHA;ALECRIM;Via PUblica
51157271;14/05/2023;04:57:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;CACHOEIRO DE ITAPEMIRIM;PARQUE DAS LARANJEIRAS;Via PUblica
51164184;14/05/2023;22:25:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;JERONIMO MONTEIRO;AGROCERES;Via PUblica
51158053;14/05/2023;09:54:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;LINHARES;AVISO;Curso D'Agua
51156907;14/05/2023;03:49:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;SERRA;NOVO HORIZONTE;PraCa / Parques / Area PUblica
51156752;14/05/2023;04:39:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;SOORETAMA;SALVADOR;Via PUblica
51156388;14/05/2023;04:22:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;VILA VELHA;ALECRIM;Via PUblica
51174247;15/05/2023;19:48:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;CACHOEIRO DE ITAPEMIRIM;AMARAL;Via PUblica
51175445;15/05/2023;22:15:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;COLATINA;SANTO ANTONIO;Terreno Baldio / ConstruCAo / Mata
51172324;15/05/2023;17:21:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;VITORIA;CENTRO;DomicIlio
51182174;16/05/2023;16:20:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;CARIACICA;VILA PRUDENCIO;Terreno Baldio / ConstruCAo / Mata
51177549;16/05/2023;09:55:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;LINHARES;BANANAL DO SUL;Terreno Baldio / ConstruCAo / Mata
51176760;16/05/2023;07:36:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;VITORIA;CONSOLACAO;Via PUblica
51190730;17/05/2023;15:18:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;CARIACICA;CAMPO BELO;Via PUblica
51187262;17/05/2023;07:47:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;MANTENOPOLIS;IPIRANGA;Via PUblica
51195739;18/05/2023;01:09:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;LINHARES;NOVA ESPERANCA;DomicIlio
51196520;18/05/2023;08:55:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;VILA VELHA;GLORIA;Terreno Baldio / ConstruCAo / Mata
51213057;19/05/2023;19:46:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;ECOPORANGA;VILA NOVA;DomicIlio
51208576;19/05/2023;12:26:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;VILA VELHA;ALECRIM;Via PUblica
51223694;20/05/2023;21:48:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;AGUIA BRANCA;CORREGO DAS FLORES;Estabelecimento Comercial
51216571;20/05/2023;08:26:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;VILA VELHA;BOA VISTA I;Via PUblica
51227028;21/05/2023;09:54:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;SERRA;SAO DOMINGOS;Via PUblica
51226314;21/05/2023;07:56:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;VILA VELHA;CIDADE DA BARRA;DomicIlio
51230446;21/05/2023;17:55:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;VILA VELHA;SOTECO;Via PUblica
51235556;22/05/2023;13:11:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;CARIACICA;JARDIM CAMPO GRANDE;Terreno Baldio / ConstruCAo / Mata
51235556;22/05/2023;13:11:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;CARIACICA;JARDIM CAMPO GRANDE;Terreno Baldio / ConstruCAo / Mata
51234466;22/05/2023;11:16:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;SERRA;RESIDENCIAL CENTRO DA SERRA;Via PUblica
51258489;24/05/2023;22:17:00;CRIMES CONTRA A PESSOA;CRIMES CONTRA A PESSOA: HOMICIDIO DOLOSO;ES;CONCEICAO DA BARRA;SAYONARA;Via PUblica
